Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2007-04-11,339100,340600,19800,9125400,2800,26724900,6528000,2011900,3710700,168400,3861700,1146800,2031000,1292000,8141000,817200,91700,5008401,1485700,4167100,520000,1434700,131000,866600,815500,53394200,3270800,101400,306100,103400,149800,492900,37900,4412000,590800,3189100,363100,135700,265200,490200,2648800,4931500,23847100,11093800,4273100,2058700,1958400,4218700,2318000,906200,107500,371500,0
2007-04-12,274100,100300,16400,5911000,3100,22482600,5988000,2151300,2819200,57200,4652300,643500,1974900,989100,6606000,198800,41200,6711399,446700,5817800,608000,1119500,67000,648000,1132100,42247400,2493400,31700,2536300,83700,71300,320450,68900,4753000,8908400,2192100,140600,71400,274200,422800,5090900,4204900,16639300,9940300,3838000,713300,734900,3040500,1022400,1117400,102600,6500,0
2007-04-13,291500,230500,23300,5546400,4000,11635401,3704600,498400,978200,34200,3168200,289000,1666900,684600,4800500,488600,23100,2536299,852800,4736800,812000,1247900,68100,1122200,531200,28246500,2050000,634600,633600,96400,115800,300725,32800,5247000,75360300,1530200,172800,82100,234200,277400,1144900,1794400,11365100,11637000,3759700,1089600,632400,2093000,2666300,1310900,169500,35700,0
2007-04-16,391100,161000,29800,7779100,5000,20076300,7232500,785500,2287500,28000,2841400,313000,2445800,906200,5450400,239400,50800,4880499,694700,7446900,1558000,1044100,358300,976600,522300,40254000,2164500,728000,952800,180100,94700,570450,126000,5077000,74242800,2222600,151700,160900,697200,455800,3416600,2005500,14091900,32346800,1408400,1267300,1400900,1564000,3193900,1623500,199800,41200,0
2007-04-17,368200,196900,37300,7645100,6100,25999401,19673400,947700,2649300,73600,3993100,191500,2596500,1132800,6136400,415000,67900,4836600,538200,3489500,664000,572700,52200,685900,741500,46862100,3409500,310300,1254100,101200,175400,457525,124600,3771000,93940900,2232900,379600,90100,306400,1060800,4721100,2857300,14484500,12530600,1489300,1321100,954400,2974900,2846400,640500,123400,68700,0
2007-04-18,159800,173400,18800,9129000,1100,15603000,5790300,1955600,1642200,54500,2574000,1559600,1929700,951900,6352600,461200,162400,7798800,472900,3744400,1089000,557100,762200,932700,636400,40004000,2735700,420700,1978000,127300,187700,383625,91900,4526000,81358300,2835500,265100,75300,842600,429000,5273200,2721000,15472800,24110800,1541100,1042800,716900,1364200,2173600,823800,188900,92500,0
2007-04-19,223500,271500,33500,8375000,8600,25869399,6385800,651300,3237300,113900,3302000,209200,2612000,798900,6281300,198200,71900,11247699,1219000,4382400,1090000,1218000,67900,956100,837400,65458400,1672300,379000,932100,124200,126700,567150,67400,5658000,94024800,2300900,150900,63400,452400,534400,2598300,3629700,16038000,14382300,3387900,1746300,255900,4115000,3099000,1929100,190600,18900,0
2007-04-20,162000,199400,26300,9712000,7000,15397299,6126200,867300,2475700,80600,3505700,247900,1813800,537800,4269600,510800,92600,6396099,357500,2892700,520000,730400,175900,1159100,904400,48291200,1758100,1835900,1541100,92500,61300,625675,164800,5512000,9846100,1861800,341800,139200,379800,425400,2958200,3139700,18156900,17029800,1690700,952200,1448300,2661800,2496600,680000,261600,102500,0
2007-04-23,409600,252700,22500,7146400,4800,14381700,6244500,1157100,2260200,38900,5250500,245900,1382400,468100,4843600,690800,105900,3690999,440500,2268900,784000,2139700,54700,1014400,762500,34199200,2039200,296200,987700,100600,161200,521350,74800,4154000,71898600,3204100,309500,182400,231200,429000,3523000,2497700,19989500,9449400,2587000,1573600,2430700,4337700,1399800,789100,200300,66600,0
2007-04-24,227500,204700,29200,10420900,2100,18474501,6224900,588300,2151100,93400,6249300,289900,2522800,1066300,5735900,399000,166200,2953800,1243000,4804400,1746000,1184400,79100,957600,854600,55812500,2082000,421400,1299100,105100,202700,601900,79800,3562000,5212900,2985300,159100,74800,184000,436800,3758700,5655000,21361500,12157800,4669100,2482200,695900,2572900,1031100,1578000,91900,37700,0
2007-04-25,401800,207000,37600,11177400,7400,16926399,6455700,489100,1649000,229300,2846800,178300,2324500,991400,6714500,206400,81400,2354400,811900,2356200,1996000,1069700,190500,1091400,660900,49293500,1798300,60900,959400,125200,144800,620225,55900,1924000,384400,2467000,236500,151800,326000,1247200,3403900,2042300,28519400,14921700,2235400,1644700,810700,2983700,1994900,2897800,118300,124700,0
2007-04-26,251800,635300,50600,7978400,17300,19640199,9551000,632700,1782300,153700,4628300,233200,3124400,632200,6116800,231800,566900,2985600,1030700,3946300,1047000,632300,162500,636600,769800,43989900,1656900,65100,555900,194500,206300,447625,107400,7081000,83790600,1645800,136900,56700,376600,760800,5290000,2265400,18981800,7613900,692000,712500,989400,2480800,1129300,1881900,78700,7000,0
2007-04-27,160400,116900,19100,6994700,9700,23158899,3453500,767700,784300,133600,4081500,169000,6300200,849200,6983600,173800,110400,4347999,408200,4841600,1670000,515800,45400,903600,550600,51809900,1342600,66300,255200,101700,148700,324575,33000,4846000,91035100,2057900,119900,55000,552600,507200,1805800,2908500,13989500,9590000,3032900,890400,672300,4188200,840800,2821200,52000,3500,0
2007-04-30,298000,172200,42300,8948500,10800,24503601,6029000,581400,2259200,16300,3110700,232500,2355100,836400,7138400,250800,360600,5472099,387600,2204300,1117000,945600,116800,1070300,674200,81216100,2006100,687200,652300,212600,103000,458575,109200,2680000,92894800,1808100,108800,132400,470800,482400,3542800,3135100,17447500,10569900,1661100,899800,835100,4705400,1363200,1637900,125700,14900,0
2007-05-01,677200,177400,15700,16226200,7000,26882001,4876800,1009300,831700,90200,3697100,189000,2917000,855500,5960300,260400,146100,7020399,685300,3630700,743000,1651800,41600,1170900,875700,72580800,3884600,273300,1500600,226100,158600,721750,96700,6148000,24765200,2548300,204600,168600,269400,654200,3503700,4012300,25359600,10780300,3168000,2440000,2392600,3353700,2402700,2553500,461800,10300,0
2007-05-02,254500,303600,50800,8830600,11200,25169400,6357200,853800,1502900,58400,4426100,197700,3313500,758300,6605300,243400,496400,7581699,826700,3464100,648000,303400,253000,1032100,606600,46187100,2156400,102700,762600,145000,154100,481225,86400,4956000,81801200,5213300,157100,90800,435600,1061600,636600,2362900,16590600,8813200,2189000,1295600,1724800,2748600,1326800,3488300,170600,17900,0
2007-05-03,267000,210300,31300,8004000,12600,14639001,4569800,913600,923500,52700,4346400,148300,1987400,1201900,5884700,336400,279200,4041099,554800,3440000,692000,563900,118800,709500,627100,45085200,2057100,27500,807400,157000,228800,538125,39600,3258000,75011200,3247300,149100,44600,396200,453800,1442000,1461600,16534600,8999300,2003000,1039700,2022200,1493700,1282900,2261600,595100,72600,0
2007-05-04,233700,166800,13900,10368100,2700,15515901,5552800,783400,1192400,2541000,3640400,268500,3199000,846900,4227900,299800,800700,4933599,383400,2388200,1043000,530000,40600,1020000,565300,44331600,3237300,269800,1251900,98300,408700,579975,50000,3513000,85709700,4129800,324900,84700,439000,386800,2246600,1950400,20188100,8660800,3314900,2909200,3003600,2629100,906500,1148900,182300,54100,0
2007-05-07,301400,225700,40100,9767000,5400,9784701,4642500,575200,1467000,813500,3693100,350500,2141000,934300,4794400,265800,109200,3091899,384400,1788900,501000,371500,26900,569600,672900,38460200,2339500,14500,142300,136800,127100,399400,40100,2059000,57903300,4041100,222200,163500,328000,829200,1725300,2952600,11144400,4738800,1968400,604700,2764900,2019700,2224000,996800,501200,27100,0
2007-05-08,290500,188900,23300,8467100,4700,27006600,8819000,1312300,1326800,347400,3928700,446200,2872500,761500,8195200,507000,181300,5478399,718600,2319400,463000,1038000,48900,1072000,607700,53984400,2510800,216700,2135700,134400,93700,448100,105300,3891000,74075500,3424200,151900,81700,346600,851800,1531100,4952600,15342900,5793300,1139100,1612400,1680900,2753300,1697300,996100,210600,63100,0
2007-05-09,302100,252300,103800,9282100,2600,21460401,7717800,645900,5864500,148900,3572200,321100,2817800,783400,8691800,272000,169900,4704501,365400,4500200,731000,651100,52500,846300,928700,60874400,3317600,94400,782200,107100,119500,430450,130000,3451000,93508200,3516100,154200,76800,422200,452000,3134100,5401400,22076300,11517900,1998500,4267600,1094500,2160800,1839300,1755100,222900,48300,0
2007-05-10,217500,245400,81900,13188000,3900,36068799,7107600,1279000,4053300,223700,6853400,437700,4697400,1408100,11591600,796400,251100,10953501,900000,4771700,1894000,1697700,57600,1040900,585600,88678900,3604300,177300,930200,75900,68700,850825,104200,5688000,42318600,2393000,477900,103300,512800,590800,4676500,6801100,20537900,12797000,3204800,2348600,1547000,3884200,1367200,1777100,216300,253100,0
2007-05-11,185100,204600,29800,9817900,800,20625201,5221300,1013400,14692800,114100,4022000,307600,3159800,1520900,7684400,259200,153200,25362201,424400,2717000,1026000,1352800,33600,1027800,662400,52011400,2369900,324000,64900,87100,103700,642425,147400,2563000,897600,2329800,214600,65600,277200,507400,582000,3971400,15512600,13607000,1645300,2454900,657200,3629300,1189000,1012900,194100,67100,0
2007-05-14,247300,443700,37800,10566600,2700,28167600,5654900,432300,7747400,83300,4154600,134700,2049500,639500,7327900,731200,57700,11875101,1028500,3471400,1117000,982200,337400,845000,516800,66541400,2109400,94200,792600,121400,68200,628375,129200,2395000,4949600,1530100,443200,81600,419200,556800,976700,2205000,16470800,24670200,3736000,691500,1065800,1939200,1162500,906900,370300,15300,0
2007-05-15,260700,248800,30400,20261900,1800,26976900,6407400,537800,4856200,189700,3212200,204600,2805100,963700,10074200,616200,258100,7806000,421800,2309000,877000,1980300,650400,1070600,1000300,8363200,3736200,203300,196000,174000,114500,1137575,64100,2300000,65264000,2100600,251700,422800,435400,646000,2917200,3580100,15978900,15595900,2971700,3392800,1543800,5085800,2288200,3030000,160700,31200,0
2007-05-16,238600,286200,18800,14622800,5800,17903601,5276200,528500,2856100,213500,3265200,152100,6082400,2125800,10822800,291200,157900,7084701,996100,6810600,1511000,578100,252400,1112800,841500,88880900,5787800,139100,230200,157100,198200,743600,56500,7554000,6193600,2713200,186300,135600,675200,918800,2511500,2816200,17191900,15655000,2060100,538600,912900,3782400,3048700,953100,483800,227700,0
2007-05-17,212200,193800,7400,11313600,4200,17577801,3831600,350000,2899900,50300,2331900,229400,3394300,1234600,9282700,276400,173200,5150499,1297900,7176100,1528000,1007600,28800,1096100,683200,66164300,6065100,57200,495600,126000,148300,584175,73400,4656000,96891100,3146200,224400,153200,285000,352400,3649800,3195400,18616200,5971800,2726000,475200,1166500,2918100,1396700,1151200,405700,154700,0
2007-05-18,429900,186600,32400,9172000,5000,16133601,3777600,652900,1481800,242000,2713000,148700,3243500,561100,7522100,445200,134200,5705100,751500,2772700,831000,1103000,112500,1449100,741600,76568900,7509500,115400,329800,77700,159500,788975,118900,3311000,89710300,1900100,226000,355800,257600,366000,3485200,3156800,21021900,8825300,2704500,1370900,1149600,2266100,688300,1877800,120600,290800,0
2007-05-21,315900,280500,44400,12495600,8900,33177501,7646400,2196600,3140000,209100,8901400,339100,5222400,2074500,16607100,814800,1147000,10812000,1058700,10703800,2855000,1523200,687200,2450500,1333400,45261800,14798300,321300,716800,88700,244700,1253150,113500,7989000,69475100,3747200,277800,594600,501800,1297200,2820300,4059900,41667200,11268200,4232600,2669600,2121300,3117500,1747500,3245000,133700,172500,0
2007-05-22,352700,181100,10900,8864600,2700,21106299,3576000,400700,2947800,87400,7020600,236400,2382100,1415100,8446500,242200,107300,5398200,386600,3750100,1466000,738400,77800,1449300,909200,61314000,4971100,374300,784500,81300,95800,629800,32400,2341000,75624100,2493700,157100,178600,439000,495400,2578600,2047600,24839200,12273600,1090600,1502100,1087300,4211500,1092100,1123600,109500,50700,0
2007-05-23,485300,251500,77600,10501600,3000,39336600,11032400,701900,2608300,241400,4167500,251600,3248600,891700,6461900,243000,71800,10906899,705600,6092400,1155000,870900,178600,1438600,1006600,56306400,4573600,290100,1153200,120900,98300,908450,60800,2462000,20740600,2289800,255300,188400,418400,734200,3601600,6380700,24697900,13525900,4043700,2504700,2513900,7911900,1705000,2182800,160400,191100,0
2007-05-24,338400,254500,34400,26425500,12400,47469099,5894200,639700,4140600,50900,6305800,350200,5208100,1304100,12567800,719200,287200,17059800,979100,6033000,1426000,1023500,673300,3384200,1062600,85872900,10221100,131200,553400,89600,98000,1400575,174100,3807000,71610200,2495400,117300,201900,838200,1006800,7114600,5602900,27204200,19521700,3612700,4705600,1659100,14353200,1877500,2439100,449700,238400,0
2007-05-25,222100,162600,32300,10037700,2400,19251999,6152500,349800,1933700,33600,2448000,164100,2948700,813500,5940300,356800,216100,8880801,457500,3307100,1301000,333000,122500,1651700,864500,42320800,6397100,133500,772000,102200,87100,653850,78700,2287000,77422300,1310500,120200,157900,287200,1144200,5312700,2895500,12875300,8979300,2256100,1915700,402100,12453600,989300,1620200,259600,101900,0
2007-05-29,222400,211400,18200,11266500,5600,18891300,5272300,1140900,3104600,28600,3708200,287800,2986600,956900,7987900,481400,75000,10960401,658100,3073500,1437000,341700,181000,1371200,2027700,57178000,6410100,92800,46600,139300,218000,725350,39300,3053000,78164000,4234200,207700,163600,240600,409200,3711400,2759700,20277900,6314900,5104300,1914000,1309300,7134200,1547000,1316400,126600,251900,0
2007-05-30,576900,290200,37300,13908500,174900,34458600,5113100,1138800,2840300,106200,5417100,130800,4421000,1249800,8087300,597000,80200,14520999,633600,1976100,1114000,2407800,111900,1370300,865700,60826700,7603800,113700,267200,94700,63600,1135775,48000,1610000,21302900,2405300,188600,568100,289600,569200,1275600,4412800,19004400,13154200,3105000,1985900,1054100,5219900,3150900,1524700,202200,75800,0
2007-05-31,457600,323500,19800,8716900,37300,22363701,8839900,1028600,1986800,41100,5782400,864600,4902600,1048300,5731500,1061000,677100,9714999,727000,6352600,1864000,1358600,191400,953700,1145400,66742500,5963100,133200,665700,129800,210000,678925,40500,5862000,93847700,3844200,178600,138800,242400,432200,2423900,3445200,16462600,9045400,4533300,2113000,1534800,6195000,1375500,1313300,255500,167900,0
2007-06-01,706000,294400,24700,9151600,3000,20555901,3346100,635400,2573100,93100,3036500,216500,2960000,1808400,7275600,300400,156200,6243501,1521900,3473300,1382000,1588900,86700,1419500,842500,62531200,3178000,247700,932000,97200,72000,703300,40700,9060000,94424800,1823200,447700,126200,452000,651000,3221700,2138000,11808900,7047600,5121700,1999300,1673400,11589700,3542000,1718600,212200,250400,0
2007-06-04,294600,404200,49400,7244800,5100,23090400,4430500,1075600,2305000,2589100,3685200,221600,2087400,1172100,6028400,224400,120700,7060401,655800,1994700,918000,1046300,489400,759100,872300,43145600,3417200,166000,236900,111100,131500,429975,83000,5640000,69293600,6338000,201200,219800,260000,613800,998800,1953000,17496400,6788800,5284900,1354300,506200,10653800,1724900,1259800,137100,426300,0
2007-06-05,243100,324200,9500,12922600,1400,26662500,3935300,1078100,2141400,583200,3237300,226000,2814000,1076900,6968800,677000,88000,6544401,703600,3339000,420000,679500,569000,1736000,1173600,72687400,4747000,189600,1186200,97000,38000,799025,91600,2530000,13691900,2278700,208000,124000,367200,350400,1460000,4083100,15083600,14111600,4329100,1339700,1886500,10606400,1630900,1865300,158800,13800,0
2007-06-06,999200,207200,50700,14620900,1700,40129701,5425600,2023700,4858100,419600,10819100,328700,4781400,2155600,12682300,435800,142000,7008999,1031300,3387800,681000,1263100,88800,1598400,1067800,80242000,6862900,67000,496000,64500,134700,1113450,320900,3194000,51011300,2459800,338400,73600,529400,500400,2266900,5291600,18815900,15011000,6073100,1671300,2169700,15190200,3036700,2825900,348300,184900,0
2007-06-07,310600,283100,117700,24675300,1300,63947700,9861100,2394200,4516200,626100,7091900,1006400,7544000,3082800,13407700,535800,228100,10911699,1517600,6196400,636000,3149900,315300,1695800,1288700,8414900,10226900,572200,876800,178300,111300,1670875,384700,5655000,13356500,3061200,344800,195500,781600,822200,4676200,8083500,19508200,25047300,5571300,2375100,2053400,25509600,3147300,3408900,406700,64000,0
2007-06-08,389100,390600,83600,18136300,1500,40578699,5083800,1911600,2143500,307800,5497400,391700,4638100,2955800,11575400,627200,315800,10255899,998500,6532300,2191000,2372400,190500,1720700,693400,79219700,5017700,226800,893500,404100,248900,1613725,210700,9548000,58126900,3450700,118900,159400,1152600,697800,4031700,6241100,20224300,18029400,2922900,1593900,616700,14335600,1950000,1800600,577200,315400,0
2007-06-11,260300,138000,46000,10050900,6300,21643500,3568000,1045900,1986700,75600,6560400,361600,2674900,2557500,7899200,411400,174400,6799401,705900,3817500,451000,830300,73200,1718900,1075200,58654400,4311100,59500,122100,109500,85000,924325,83700,4316000,95839100,2653900,197200,170300,865000,487600,1188600,3536100,13358400,17444100,2885400,1054000,1226300,9499900,1227500,984800,243900,48000,0
2007-06-12,379500,123100,63700,19036200,600,30415299,6444300,1022500,1980600,69400,4690300,181100,3205800,1357200,11557900,411200,79700,6741399,948600,3738800,446000,1606400,85100,1951900,934200,1064700,8799700,246800,585800,127200,79900,2092925,129700,3077000,4036800,1153300,143100,260000,383800,528600,2538700,5139300,20223900,20456900,3012700,1229800,996000,11118000,2040200,1515400,986900,113000,0
2007-06-13,404500,392800,79500,16561200,1000,31096101,7851700,516400,1276400,286900,6613000,287300,3001700,1424900,7853900,275000,386600,7485600,1147000,2302800,1461000,1706900,310900,2214100,1046200,8302900,4175600,271500,952900,245900,98400,2054225,223600,2768000,67542100,3085100,193200,103500,457200,396800,1931600,4237800,22462800,11850200,3175500,1081300,1554000,7858500,2072100,1304600,493500,75600,0
